Description,Symbol,Transaction Date,Settlement Date,Account Currency,Type,Quantity,Currency of Price,Price,Settlement Amount
<cash>,01-Oct-2013,01-Oct-2013,CAD,FEE,0.00,CAD,0.000,-30.00
<cash>,01-Oct-2013,01-Oct-2013,CAD,GST,0.00,CAD,0.000,-1.50
KO,01-Oct-2013,01-Oct-2013,CAD,DIV,0.00,CAD,0.000,26.90
XTR,30-Sep-2013,30-Sep-2013,CAD,DIV,0.00,CAD,0.000,30.00
CBO,30-Sep-2013,30-Sep-2013,CAD,DIV,0.00,CAD,0.000,14.28
GS,27-Sep-2013,27-Sep-2013,CAD,DIV,0.00,CAD,0.000,13.28
MKSI,13-Sep-2013,13-Sep-2013,CAD,DIV,0.00,CAD,0.000,24.55
LLY,10-Sep-2013,10-Sep-2013,CAD,DIV,0.00,CAD,0.000,25.22
CBO,09-Sep-2013,09-Sep-2013,CAD,DIV,0.00,CAD,0.000,0.07
XTR,30-Aug-2013,30-Aug-2013,CAD,DIV,0.00,CAD,0.000,30.00
CBO,30-Aug-2013,30-Aug-2013,CAD,DIV,0.00,CAD,0.000,14.29
HPT,23-Aug-2013,23-Aug-2013,CAD,DIV,0.00,CAD,0.000,48.90
NYB,16-Aug-2013,16-Aug-2013,CAD,DIV,0.00,CAD,0.000,44.80
CBO,07-Aug-2013,07-Aug-2013,CAD,DIV,0.00,CAD,0.000,0.07
POT,02-Aug-2013,02-Aug-2013,CAD,DIV,0.00,CAD,0.000,36.37
XTR,31-Jul-2013,31-Jul-2013,CAD,DIV,0.00,CAD,0.000,30.00
CBO,31-Jul-2013,31-Jul-2013,CAD,DIV,0.00,CAD,0.000,14.29
CM,29-Jul-2013,29-Jul-2013,CAD,DIV,0.00,CAD,0.000,24.00
BB.TO,18-Jul-2013,18-Jul-2013,CAD,NAMECHG,-25.00,CAD,0.000,0.00
BB.TO,18-Jul-2013,18-Jul-2013,CAD,NAMECHG,25.00,CAD,0.000,0.00
SWY,11-Jul-2013,11-Jul-2013,CAD,DIV,0.00,CAD,0.000,10.42
CBO,08-Jul-2013,08-Jul-2013,CAD,DIV,0.00,CAD,0.000,0.07
<cash>,02-Jul-2013,02-Jul-2013,CAD,FEE,0.00,CAD,0.000,-30.00
<cash>,02-Jul-2013,02-Jul-2013,CAD,GST,0.00,CAD,0.000,-1.50
KO,02-Jul-2013,02-Jul-2013,CAD,DIV,0.00,CAD,0.000,27.35
CBQ,28-Jun-2013,28-Jun-2013,CAD,DIV,0.00,CAD,0.000,143.20
XTR,28-Jun-2013,28-Jun-2013,CAD,DIV,0.00,CAD,0.000,30.00
CBO,28-Jun-2013,28-Jun-2013,CAD,DIV,0.00,CAD,0.000,14.80
GS,27-Jun-2013,27-Jun-2013,CAD,DIV,0.00,CAD,0.000,13.51
MKSI,14-Jun-2013,14-Jun-2013,CAD,DIV,0.00,CAD,0.000,24.17
LLY,10-Jun-2013,10-Jun-2013,CAD,DIV,0.00,CAD,0.000,24.86
SHY,07-Jun-2013,07-Jun-2013,CAD,DIV,0.00,CAD,0.000,0.07
XTR,31-May-2013,31-May-2013,CAD,DIV,0.00,CAD,0.000,30.00
CBO,31-May-2013,31-May-2013,CAD,DIV,0.00,CAD,0.000,14.80
HPT,24-May-2013,24-May-2013,CAD,DIV,0.00,CAD,0.000,48.20
NYB,17-May-2013,17-May-2013,CAD,DIV,0.00,CAD,0.000,44.19
SHY,07-May-2013,07-May-2013,CAD,DIV,0.00,CAD,0.000,0.07
POT,02-May-2013,02-May-2013,CAD,DIV,0.00,CAD,0.000,28.30
XTR,30-Apr-2013,30-Apr-2013,CAD,DIV,0.00,CAD,0.000,30.00
CBO,30-Apr-2013,30-Apr-2013,CAD,DIV,0.00,CAD,0.000,14.80
CM,29-Apr-2013,29-Apr-2013,CAD,DIV,0.00,CAD,0.000,23.50
SWY,11-Apr-2013,11-Apr-2013,CAD,DIV,0.00,CAD,0.000,8.80
SHY,05-Apr-2013,05-Apr-2013,CAD,DIV,0.00,CAD,0.000,0.07
<cash>,01-Apr-2013,01-Apr-2013,CAD,FEE,0.00,CAD,0.000,-30.00
<cash>,01-Apr-2013,01-Apr-2013,CAD,GST,0.00,CAD,0.000,-1.50
KO,01-Apr-2013,01-Apr-2013,CAD,DIV,0.00,CAD,0.000,26.50
GS,28-Mar-2013,28-Mar-2013,CAD,DIV,0.00,CAD,0.000,13.14
XTR,28-Mar-2013,28-Mar-2013,CAD,DIV,0.00,CAD,0.000,30.00
CBO,28-Mar-2013,28-Mar-2013,CAD,DIV,0.00,CAD,0.000,14.80
MKSI,15-Mar-2013,15-Mar-2013,CAD,DIV,0.00,CAD,0.000,24.34
LLY,08-Mar-2013,08-Mar-2013,CAD,DIV,0.00,CAD,0.000,25.04
SHY,07-Mar-2013,07-Mar-2013,CAD,DIV,0.00,CAD,0.000,0.07
XTR,28-Feb-2013,28-Feb-2013,CAD,DIV,0.00,CAD,0.000,30.00
CBO,28-Feb-2013,28-Feb-2013,CAD,DIV,0.00,CAD,0.000,14.80
NYB,22-Feb-2013,22-Feb-2013,CAD,DIV,0.00,CAD,0.000,44.19
HPT,22-Feb-2013,22-Feb-2013,CAD,DIV,0.00,CAD,0.000,47.47
SHY,07-Feb-2013,07-Feb-2013,CAD,DIV,0.00,CAD,0.000,0.08
POT,07-Feb-2013,07-Feb-2013,CAD,DIV,0.00,CAD,0.000,20.69
XTR,31-Jan-2013,31-Jan-2013,CAD,DIV,0.00,CAD,0.000,30.00
CBO,31-Jan-2013,31-Jan-2013,CAD,DIV,0.00,CAD,0.000,14.80
CM,28-Jan-2013,28-Jan-2013,CAD,DIV,0.00,CAD,0.000,23.50
CBQ,07-Jan-2013,07-Jan-2013,CAD,DIV,0.00,CAD,0.000,248.27
CBO,07-Jan-2013,07-Jan-2013,CAD,DIV,0.00,CAD,0.000,14.80
XTR,03-Jan-2013,03-Jan-2013,CAD,DIV,0.00,CAD,0.000,30.00
<cash>,02-Jan-2013,02-Jan-2013,CAD,FEE,0.00,CAD,0.000,-30.00
<cash>,02-Jan-2013,02-Jan-2013,CAD,HST,0.00,CAD,0.000,-3.60
SHY,02-Jan-2013,02-Jan-2013,CAD,DIV,0.00,CAD,0.000,0.08
SWY,31-Dec-2012,31-Dec-2012,CAD,DIV,0.00,CAD,0.000,8.63
GS,28-Dec-2012,28-Dec-2012,CAD,DIV,0.00,CAD,0.000,12.77
KO,17-Dec-2012,17-Dec-2012,CAD,DIV,0.00,CAD,0.000,23.39
MKSI,14-Dec-2012,14-Dec-2012,CAD,DIV,0.00,CAD,0.000,23.38
LLY,10-Dec-2012,10-Dec-2012,CAD,DIV,0.00,CAD,0.000,23.99
<cash>,10-Dec-2012,10-Dec-2012,CAD,MERGER,0.00,CAD,0.000,15.56
SHY,07-Dec-2012,07-Dec-2012,CAD,DIV,0.00,CAD,0.000,0.08
CBO,06-Dec-2012,06-Dec-2012,CAD,DIV,0.00,CAD,0.000,14.80
GAS,30-Nov-2012,30-Nov-2012,CAD,MERGER,-40.00,CAD,0.000,0.00
CBR,30-Nov-2012,30-Nov-2012,CAD,MERGER,22.00,CAD,0.000,0.00
XTR,30-Nov-2012,30-Nov-2012,CAD,DIV,0.00,CAD,0.000,30.00
HPT,21-Nov-2012,21-Nov-2012,CAD,DIV,0.00,CAD,0.000,46.44
NYB,16-Nov-2012,16-Nov-2012,CAD,DIV,0.00,CAD,0.000,43.44
SHY,07-Nov-2012,07-Nov-2012,CAD,DIV,0.00,CAD,0.000,0.09
CBO,06-Nov-2012,06-Nov-2012,CAD,DIV,0.00,CAD,0.000,14.80
POT,05-Nov-2012,05-Nov-2012,CAD,DIV,0.00,CAD,0.000,20.55
XTR,01-Nov-2012,06-Nov-2012,CAD,SELL,-500.00,CAD,12.400,6190.01
XTR,31-Oct-2012,31-Oct-2012,CAD,DIV,0.00,CAD,0.000,60.00
CM,29-Oct-2012,29-Oct-2012,CAD,DIV,0.00,CAD,0.000,23.50
TRK,24-Oct-2012,29-Oct-2012,CAD,SELL,-260.00,USD,16.880,4337.11
SWY,11-Oct-2012,11-Oct-2012,CAD,DIV,0.00,CAD,0.000,8.47
SHY,05-Oct-2012,05-Oct-2012,CAD,DIV,0.00,CAD,0.000,0.09
CBO,04-Oct-2012,04-Oct-2012,CAD,DIV,0.00,CAD,0.000,14.80
<cash>,01-Oct-2012,01-Oct-2012,CAD,FEE,0.00,CAD,0.000,-30.00
<cash>,01-Oct-2012,01-Oct-2012,CAD,HST,0.00,CAD,0.000,-3.60
KO,01-Oct-2012,01-Oct-2012,CAD,DIV,0.00,CAD,0.000,23.29
HSE,01-Oct-2012,01-Oct-2012,CAD,DIV,0.00,CAD,0.000,10.50
XTR,28-Sep-2012,28-Sep-2012,CAD,DIV,0.00,CAD,0.000,60.00
GS,27-Sep-2012,27-Sep-2012,CAD,DIV,0.00,CAD,0.000,11.64
MKSI,14-Sep-2012,14-Sep-2012,CAD,DIV,0.00,CAD,0.000,23.08
LLY,10-Sep-2012,10-Sep-2012,CAD,DIV,0.00,CAD,0.000,23.74
SHY,10-Sep-2012,10-Sep-2012,CAD,DIV,0.00,CAD,0.000,0.09
TRK,07-Sep-2012,07-Sep-2012,CAD,DIV,0.00,CAD,0.000,37.93
CBO,07-Sep-2012,07-Sep-2012,CAD,DIV,0.00,CAD,0.000,15.20
XTR,31-Aug-2012,31-Aug-2012,CAD,DIV,0.00,CAD,0.000,60.00
T,27-Aug-2012,30-Aug-2012,CAD,SELL,-60.00,USD,36.950,2185.99
CSCO,27-Aug-2012,30-Aug-2012,CAD,SELL,-200.00,USD,19.220,3797.50
HSE,27-Aug-2012,30-Aug-2012,CAD,SELL,-35.00,CAD,26.370,912.96
CBQ,27-Aug-2012,30-Aug-2012,CAD,BUY,200.00,CAD,23.550,-4710.00
BRK.B,27-Aug-2012,30-Aug-2012,CAD,SELL,-25.00,USD,85.390,2104.53
HPT,22-Aug-2012,22-Aug-2012,CAD,DIV,0.00,CAD,0.000,43.97
NYB,17-Aug-2012,17-Aug-2012,CAD,DIV,0.00,CAD,0.000,42.88
KO,10-Aug-2012,10-Aug-2012,CAD,EXCHADJ,47.00,CAD,0.000,0.00
SHY,07-Aug-2012,07-Aug-2012,CAD,DIV,0.00,CAD,0.000,0.10
CBO,07-Aug-2012,07-Aug-2012,CAD,DIV,0.00,CAD,0.000,15.20
POT,03-Aug-2012,03-Aug-2012,CAD,DIV,0.00,CAD,0.000,14.21
T,01-Aug-2012,01-Aug-2012,CAD,DIV,0.00,CAD,0.000,26.22
XTR,31-Jul-2012,31-Jul-2012,CAD,DIV,0.00,CAD,0.000,60.00
CM,27-Jul-2012,27-Jul-2012,CAD,DIV,0.00,CAD,0.000,22.50
CSCO,25-Jul-2012,25-Jul-2012,CAD,DIV,0.00,CAD,0.000,16.15
SWY,12-Jul-2012,12-Jul-2012,CAD,DIV,0.00,CAD,0.000,8.83
SHY,09-Jul-2012,09-Jul-2012,CAD,DIV,0.00,CAD,0.000,0.10
CBQ,06-Jul-2012,06-Jul-2012,CAD,DIV,0.00,CAD,0.000,27.50
<cash>,03-Jul-2012,03-Jul-2012,CAD,FEE,0.00,CAD,0.000,-30.00
<cash>,03-Jul-2012,03-Jul-2012,CAD,HST,0.00,CAD,0.000,-3.60
KO,03-Jul-2012,03-Jul-2012,CAD,DIV,0.00,CAD,0.000,24.19
HSE,03-Jul-2012,03-Jul-2012,CAD,DIV,0.00,CAD,0.000,10.50
XTR,29-Jun-2012,29-Jun-2012,CAD,DIV,0.00,CAD,0.000,60.00
CBO,29-Jun-2012,05-Jul-2012,CAD,BUY,200.00,CAD,20.200,-4040.00
GS,28-Jun-2012,28-Jun-2012,CAD,DIV,0.00,CAD,0.000,12.16
MKSI,15-Jun-2012,15-Jun-2012,CAD,DIV,0.00,CAD,0.000,22.89
LLY,08-Jun-2012,08-Jun-2012,CAD,DIV,0.00,CAD,0.000,24.89
TRK,08-Jun-2012,08-Jun-2012,CAD,DIV,0.00,CAD,0.000,39.62
SHY,07-Jun-2012,07-Jun-2012,CAD,DIV,0.00,CAD,0.000,0.11
XTR,31-May-2012,31-May-2012,CAD,DIV,0.00,CAD,0.000,60.00
HPT,24-May-2012,24-May-2012,CAD,DIV,0.00,CAD,0.000,45.86
NYB,17-May-2012,17-May-2012,CAD,DIV,0.00,CAD,0.000,43.73
SHY,07-May-2012,07-May-2012,CAD,DIV,0.00,CAD,0.000,0.11
POT,03-May-2012,03-May-2012,CAD,DIV,0.00,CAD,0.000,13.93
T,01-May-2012,01-May-2012,CAD,DIV,0.00,CAD,0.000,25.85
XTR,30-Apr-2012,30-Apr-2012,CAD,DIV,0.00,CAD,0.000,60.00
CM,27-Apr-2012,27-Apr-2012,CAD,DIV,0.00,CAD,0.000,22.50
CSCO,25-Apr-2012,25-Apr-2012,CAD,DIV,0.00,CAD,0.000,15.68
SWY,12-Apr-2012,12-Apr-2012,CAD,DIV,0.00,CAD,0.000,7.20
SHY,09-Apr-2012,09-Apr-2012,CAD,DIV,0.00,CAD,0.000,0.12
<cash>,02-Apr-2012,02-Apr-2012,CAD,FEE,0.00,CAD,0.000,-30.00
<cash>,02-Apr-2012,02-Apr-2012,CAD,HST,0.00,CAD,0.000,-3.60
CBQ,02-Apr-2012,02-Apr-2012,CAD,NAMECHG,-250.00,CAD,0.000,0.00
CBQ,02-Apr-2012,02-Apr-2012,CAD,NAMECHG,250.00,CAD,0.000,0.00
KO,02-Apr-2012,02-Apr-2012,CAD,DIV,0.00,CAD,0.000,23.67
GAS,02-Apr-2012,02-Apr-2012,CAD,NAMECHG,-40.00,CAD,0.000,0.00
GAS,02-Apr-2012,02-Apr-2012,CAD,NAMECHG,40.00,CAD,0.000,0.00
HSE,02-Apr-2012,02-Apr-2012,CAD,DIV,0.00,CAD,0.000,10.50
XTR,30-Mar-2012,30-Mar-2012,CAD,DIV,0.00,CAD,0.000,60.00
GS,29-Mar-2012,29-Mar-2012,CAD,DIV,0.00,CAD,0.000,8.98
MKSI,16-Mar-2012,16-Mar-2012,CAD,DIV,0.00,CAD,0.000,22.13
TRK,15-Mar-2012,15-Mar-2012,CAD,DIV,0.00,CAD,0.000,38.30
LLY,09-Mar-2012,09-Mar-2012,CAD,DIV,0.00,CAD,0.000,24.16
SHY,07-Mar-2012,07-Mar-2012,CAD,DIV,0.00,CAD,0.000,0.14
XTR,29-Feb-2012,29-Feb-2012,CAD,DIV,0.00,CAD,0.000,60.00
HPT,23-Feb-2012,23-Feb-2012,CAD,DIV,0.00,CAD,0.000,44.48
NYB,17-Feb-2012,17-Feb-2012,CAD,DIV,0.00,CAD,0.000,43.25
POT,09-Feb-2012,09-Feb-2012,CAD,DIV,0.00,CAD,0.000,7.07
SHY,07-Feb-2012,07-Feb-2012,CAD,DIV,0.00,CAD,0.000,0.13
T,01-Feb-2012,01-Feb-2012,CAD,DIV,0.00,CAD,0.000,26.23
XTR,01-Feb-2012,01-Feb-2012,CAD,DIV,0.00,CAD,0.000,60.00
CM,27-Jan-2012,27-Jan-2012,CAD,DIV,0.00,CAD,0.000,22.50
CSCO,25-Jan-2012,25-Jan-2012,CAD,DIV,0.00,CAD,0.000,12.03
SWY,12-Jan-2012,12-Jan-2012,CAD,DIV,0.00,CAD,0.000,7.30
CBQ,06-Jan-2012,06-Jan-2012,CAD,DIV,0.00,CAD,0.000,150.33
XTR,04-Jan-2012,04-Jan-2012,CAD,DIV,0.00,CAD,0.000,60.00
SHY,04-Jan-2012,04-Jan-2012,CAD,DIV,0.00,CAD,0.000,0.15
<cash>,03-Jan-2012,03-Jan-2012,CAD,FEE,0.00,CAD,0.000,-30.00
<cash>,03-Jan-2012,03-Jan-2012,CAD,HST,0.00,CAD,0.000,-3.60
HSE,03-Jan-2012,03-Jan-2012,CAD,DIV,0.00,CAD,0.000,10.50
GS,29-Dec-2011,29-Dec-2011,CAD,DIV,0.00,CAD,0.000,9.21
MKSI,16-Dec-2011,16-Dec-2011,CAD,DIV,0.00,CAD,0.000,23.11
KO,15-Dec-2011,15-Dec-2011,CAD,DIV,0.00,CAD,0.000,22.73
LLY,09-Dec-2011,09-Dec-2011,CAD,DIV,0.00,CAD,0.000,24.78
TRK,09-Dec-2011,09-Dec-2011,CAD,DIV,0.00,CAD,0.000,26.30
SHY,07-Dec-2011,07-Dec-2011,CAD,DIV,0.00,CAD,0.000,0.18
XTR,30-Nov-2011,30-Nov-2011,CAD,DIV,0.00,CAD,0.000,60.00
HPT,23-Nov-2011,23-Nov-2011,CAD,DIV,0.00,CAD,0.000,46.33
NYB,17-Nov-2011,17-Nov-2011,CAD,DIV,0.00,CAD,0.000,44.28
SHY,07-Nov-2011,07-Nov-2011,CAD,DIV,0.00,CAD,0.000,0.19
POT,07-Nov-2011,07-Nov-2011,CAD,DIV,0.00,CAD,0.000,7.11
T,01-Nov-2011,01-Nov-2011,CAD,DIV,0.00,CAD,0.000,25.46
XTR,31-Oct-2011,31-Oct-2011,CAD,DIV,0.00,CAD,0.000,60.00
CM,28-Oct-2011,28-Oct-2011,CAD,DIV,0.00,CAD,0.000,22.50
CSCO,26-Oct-2011,26-Oct-2011,CAD,DIV,0.00,CAD,0.000,12.09
SWY,13-Oct-2011,13-Oct-2011,CAD,DIV,0.00,CAD,0.000,7.31
SHY,07-Oct-2011,07-Oct-2011,CAD,DIV,0.00,CAD,0.000,0.21
<cash>,03-Oct-2011,03-Oct-2011,CAD,FEE,0.00,CAD,0.000,-30.00
<cash>,03-Oct-2011,03-Oct-2011,CAD,HST,0.00,CAD,0.000,-3.60
